chr1,44140075,44140559,80.43
chr1,201209553,201210277,95.82
chr2,240527219,240527864,96.65
chr4,87615722,87616254,48.95
chr4,186204100,186204598,42.55
chr5,661047,661518,49.46
chr5,170375360,170375814,53.73
chr7,56639232,56639797,100.64
chr7,65647261,65647721,84.41
chr9,133254757,133255344,83.66
chr11,325681,326148,54.53
chr11,68891880,68892396,45.69
chr14,104948354,104949249,59.16
chr15,23439765,23440273,35.42
chr15,40355913,40356379,49.59
chr15,98437530,98438036,60.26
chr15,99799576,99800067,60.65
chr16,3053981,3054589,65.36
chr16,83918268,83918770,57.62
chr17,60042499,60043266,57.52
chr17,77562426,77562932,103.85
chr17,80089952,80090416,52.22
chr17,80825065,80825518,56.63
chr18,75105022,75105498,45.61
chr18,79144840,79145762,46.18
chr19,2835913,2836395,48.72
chr19,4511125,4511920,67.11
chr19,58258197,58258657,40.17
chr20,63571401,63571852,127.49
chr21,44991142,44991626,47.79
chr22,18370302,18370756,148.77
chrX,85087875,85088330,123.96
