chr1,821153,821829,4.70
chr1,1192277,1192797,7.53
chr1,1934723,1935784,3.38
chr1,1978935,1979393,5.35
chr1,2106500,2106958,8.28
chr1,3181068,3181607,9.41
chr1,3510249,3510757,2.64
chr1,7500040,7500519,3.68
chr1,11522374,11522884,1.33
chr1,16132494,16132980,2.76
chr1,17208262,17208736,3.58
chr1,17351756,17352236,3.76
chr1,25767675,25768205,3.98
chr1,29771201,29771739,13.61
chr1,31578738,31579204,2.56
chr1,34992479,34993013,6.24
chr1,35888792,35889280,2.14
chr1,37427265,37427725,3.10
chr1,42323845,42324335,3.75
chr1,44140075,44140559,4.79
chr1,51804481,51805001,4.38
chr1,53556221,53556795,2.31
chr1,56885194,56885658,1.01
chr1,58729761,58730220,8.08
chr1,71927947,71928399,5.82
chr1,77444051,77444515,1.18
chr1,83892329,83892785,4.84
chr1,86110904,86111423,3.33
chr1,108771700,108772216,4.98
chr1,111501873,111502364,4.11
chr1,113415959,113416496,4.68
chr1,149023386,149023924,2.99
chr1,152267762,152268217,5.14
chr1,155809589,155810091,2.94
chr1,177149434,177150002,4.25
chr1,181734268,181734893,3.42
chr1,192002817,192003370,5.10
chr1,200910858,200911309,2.33
chr1,201209553,201210277,7.37
chr1,202204560,202205064,18.22
chr1,207580987,207581471,2.83
chr1,207846540,207847000,2.11
chr1,210533048,210533548,2.74
chr1,215093564,215094025,3.17
chr1,226955347,226955888,3.13
chr1,231201872,231202368,5.52
chr1,234098465,234098935,2.11
chr1,234247996,234248506,5.34
chr1,241220770,241221248,3.41
chr1,242393952,242394582,5.51
chr1,246071974,246072431,6.37
chr1,246232411,246233347,1.54
chr1,246233493,246234378,4.28
chr1,246484606,246485058,5.47
chr2,8028119,8028584,1.16
chr2,9305303,9305870,7.79
chr2,12153149,12153612,1.49
chr2,12171564,12172016,1.54
chr2,18296270,18296722,6.88
chr2,25300417,25300877,2.23
chr2,32111048,32111516,7.97
chr2,34816620,34817072,3.11
chr2,42549019,42549517,2.47
chr2,47084413,47084873,1.48
chr2,47900425,47900877,4.24
chr2,53868286,53868755,1.00
chr2,74330664,74331140,3.98
chr2,101468791,101469241,2.93
chr2,102352557,102353096,2.52
chr2,112054423,112054923,2.62
chr2,134151588,134152236,4.62
chr2,140543948,140544413,1.00
chr2,144497632,144498082,4.42
chr2,148345241,148345767,1.50
chr2,150024795,150025281,1.85
chr2,169561670,169562150,5.55
chr2,194463479,194463941,1.44
chr2,205380072,205380547,1.81
chr2,209435740,209436190,4.79
chr2,210512680,210513136,3.83
chr2,213407528,213408195,2.73
chr2,215608386,215609183,8.51
chr2,225016398,225016854,3.37
chr2,227203084,227203576,9.97
chr2,229183850,229184300,0.94
chr2,232836075,232836534,2.93
chr2,232889859,232890373,2.53
chr2,232994876,232995342,2.62
chr2,233176247,233176806,2.71
chr2,235010560,235011146,4.19
chr2,237030891,237031502,2.76
chr2,237516714,237517198,3.34
chr2,238053786,238054282,3.50
chr2,238783299,238783767,2.54
chr2,239150599,239151075,1.85
